"No.","Time","Source","Destination","Protocol","Length","Info"
"3073","34.769005","1.6.3","host","USBCOM","75","URB_BULK in"
"3077","34.772799","1.6.3","host","USBCOM","30","URB_BULK in"
"3081","34.968345","host","1.6.4","USBCOM","28","URB_BULK out"
"3083","34.969486","1.6.3","host","USBCOM","35","URB_BULK in"
"3087","34.973855","1.6.3","host","USBCOM","72","URB_BULK in"
"3095","35.168880","host","1.6.4","USBCOM","28","URB_BULK out"
"3097","35.170178","1.6.3","host","USBCOM","37","URB_BULK in"
"3101","35.174524","1.6.3","host","USBCOM","70","URB_BULK in"
"3105","35.368886","host","1.6.4","USBCOM","28","URB_BULK out"
"3107","35.370886","1.6.3","host","USBCOM","45","URB_BULK in"
"3111","35.375064","1.6.3","host","USBCOM","62","URB_BULK in"
"3145","35.569517","host","1.6.4","USBCOM","28","URB_BULK out"
"3147","35.571559","1.6.3","host","USBCOM","46","URB_BULK in"
"3151","35.575757","1.6.3","host","USBCOM","61","URB_BULK in"
"3205","35.770055","host","1.6.4","USBCOM","28","URB_BULK out"
"3207","35.772234","1.6.3","host","USBCOM","45","URB_BULK in"
"3213","35.776431","1.6.3","host","USBCOM","62","URB_BULK in"
"3265","35.970496","host","1.6.4","USBCOM","28","URB_BULK out"
"3267","35.972998","1.6.3","host","USBCOM","50","URB_BULK in"
"3273","35.977169","1.6.3","host","USBCOM","57","URB_BULK in"
"3325","36.171038","host","1.6.4","USBCOM","28","URB_BULK out"
"3327","36.173677","1.6.3","host","USBCOM","52","URB_BULK in"
"3333","36.177814","1.6.3","host","USBCOM","55","URB_BULK in"
"3379","36.373020","host","1.6.4","USBCOM","28","URB_BULK out"
"3381","36.374263","1.6.3","host","USBCOM","37","URB_BULK in"
"3385","36.378581","1.6.3","host","USBCOM","70","URB_BULK in"
"3393","36.573411","host","1.6.4","USBCOM","28","URB_BULK out"
"3395","36.574995","1.6.3","host","USBCOM","41","URB_BULK in"
"3399","36.579257","1.6.3","host","USBCOM","66","URB_BULK in"
"3403","36.780920","host","1.6.4","USBCOM","28","URB_BULK out"
"3405","36.783985","1.6.3","host","USBCOM","57","URB_BULK in"
"3409","36.788024","1.6.3","host","USBCOM","52","URB_BULK in"
"3415","36.981199","host","1.6.4","USBCOM","28","URB_BULK out"
"3417","36.984725","1.6.3","host","USBCOM","62","URB_BULK in"
"3421","36.988714","1.6.3","host","USBCOM","49","URB_BULK in"
"3427","37.202401","host","1.6.4","USBCOM","28","URB_BULK out"
"3429","37.205895","1.6.3","host","USBCOM","62","URB_BULK in"
"3433","37.209893","1.6.3","host","USBCOM","49","URB_BULK in"
"3439","37.382753","host","1.6.4","USBCOM","28","URB_BULK out"
"3441","37.386063","1.6.3","host","USBCOM","60","URB_BULK in"
"3445","37.390143","1.6.3","host","USBCOM","51","URB_BULK in"
"3449","37.584235","host","1.6.4","USBCOM","28","URB_BULK out"
"3451","37.586718","1.6.3","host","USBCOM","50","URB_BULK in"
"3455","37.590868","1.6.3","host","USBCOM","61","URB_BULK in"
"3463","37.786395","host","1.6.4","USBCOM","28","URB_BULK out"
"3465","37.787346","1.6.3","host","USBCOM","33","URB_BULK in"
"3469","37.791724","1.6.3","host","USBCOM","75","URB_BULK in"
"3473","37.795533","1.6.3","host","USBCOM","30","URB_BULK in"
"3477","37.988266","host","1.6.4","USBCOM","28","URB_BULK out"
"3479","37.992309","1.6.3","host","USBCOM","67","URB_BULK in"
"3483","37.996221","1.6.3","host","USBCOM","44","URB_BULK in"
"3487","38.188601","host","1.6.4","USBCOM","28","URB_BULK out"
"3489","38.193054","1.6.3","host","USBCOM","72","URB_BULK in"
"3493","38.196874","1.6.3","host","USBCOM","39","URB_BULK in"
"3497","38.390318","host","1.6.4","USBCOM","28","URB_BULK out"
"3499","38.393642","1.6.3","host","USBCOM","60","URB_BULK in"
"3503","38.397709","1.6.3","host","USBCOM","51","URB_BULK in"
"3537","38.597466","host","1.6.4","USBCOM","28","URB_BULK out"
"3539","38.598207","1.6.3","host","USBCOM","32","URB_BULK in"
"3545","38.602630","1.6.3","host","USBCOM","76","URB_BULK in"
"3549","38.606384","1.6.3","host","USBCOM","30","URB_BULK in"
"3583","38.791390","host","1.6.4","USBCOM","28","URB_BULK out"
"3585","38.795039","1.6.3","host","USBCOM","64","URB_BULK in"
"3589","38.799090","1.6.3","host","USBCOM","47","URB_BULK in"
"3599","38.992622","host","1.6.4","USBCOM","28","URB_BULK out"
"3601","38.995677","1.6.3","host","USBCOM","57","URB_BULK in"
"3605","38.999744","1.6.3","host","USBCOM","54","URB_BULK in"
"3613","39.193765","host","1.6.4","USBCOM","28","URB_BULK out"
"3615","39.196329","1.6.3","host","USBCOM","51","URB_BULK in"
"3619","39.200460","1.6.3","host","USBCOM","60","URB_BULK in"
"3625","39.394672","host","1.6.4","USBCOM","28","URB_BULK out"
"3627","39.397035","1.6.3","host","USBCOM","49","URB_BULK in"
"3631","39.401197","1.6.3","host","USBCOM","62","URB_BULK in"
"3635","39.603492","host","1.6.4","USBCOM","28","URB_BULK out"
"3637","39.605885","1.6.3","host","USBCOM","50","URB_BULK in"
"3641","39.610059","1.6.3","host","USBCOM","61","URB_BULK in"
"3655","39.796809","host","1.6.4","USBCOM","28","URB_BULK out"
"3657","39.798336","1.6.3","host","USBCOM","41","URB_BULK in"
"3661","39.802582","1.6.3","host","USBCOM","70","URB_BULK in"
"3673","39.997908","host","1.6.4","USBCOM","28","URB_BULK out"
"3675","39.999007","1.6.3","host","USBCOM","35","URB_BULK in"
"3679","40.003349","1.6.3","host","USBCOM","75","URB_BULK in"
"3683","40.007151","1.6.3","host","USBCOM","28","URB_BULK in"
"3687","40.199040","host","1.6.4","USBCOM","28","URB_BULK out"
"3689","40.199657","1.6.3","host","USBCOM","30","URB_BULK in"
"3693","40.204037","1.6.3","host","USBCOM","75","URB_BULK in"
"3697","40.207873","1.6.3","host","USBCOM","33","URB_BULK in"
"3701","40.401153","host","1.6.4","USBCOM","28","URB_BULK out"
"3703","40.404642","1.6.3","host","USBCOM","61","URB_BULK in"
"3707","40.408696","1.6.3","host","USBCOM","50","URB_BULK in"
"3711","40.602826","host","1.6.4","USBCOM","28","URB_BULK out"
"3713","40.605277","1.6.3","host","USBCOM","50","URB_BULK in"
"3717","40.609401","1.6.3","host","USBCOM","61","URB_BULK in"
"3721","40.802826","host","1.6.4","USBCOM","28","URB_BULK out"
"3723","40.806025","1.6.3","host","USBCOM","58","URB_BULK in"
"3727","40.810066","1.6.3","host","USBCOM","53","URB_BULK in"
"3731","41.003833","host","1.6.4","USBCOM","28","URB_BULK out"
"3733","41.006676","1.6.3","host","USBCOM","54","URB_BULK in"
"3737","41.010809","1.6.3","host","USBCOM","57","URB_BULK in"
"3741","41.204412","host","1.6.4","USBCOM","28","URB_BULK out"
"3743","41.207517","1.6.3","host","USBCOM","55","URB_BULK in"
"3747","41.211602","1.6.3","host","USBCOM","56","URB_BULK in"
"3753","41.405414","host","1.6.4","USBCOM","28","URB_BULK out"
"3755","41.408053","1.6.3","host","USBCOM","52","URB_BULK in"
"3759","41.412167","1.6.3","host","USBCOM","59","URB_BULK in"
"3763","41.605862","host","1.6.4","USBCOM","28","URB_BULK out"
"3765","41.608781","1.6.3","host","USBCOM","55","URB_BULK in"
"3769","41.612855","1.6.3","host","USBCOM","56","URB_BULK in"
"3773","41.807956","host","1.6.4","USBCOM","28","URB_BULK out"
"3775","41.809318","1.6.3","host","USBCOM","39","URB_BULK in"
"3779","41.813635","1.6.3","host","USBCOM","72","URB_BULK in"
"3783","42.009990","host","1.6.4","USBCOM","28","URB_BULK out"
"3785","42.014321","1.6.3","host","USBCOM","67","URB_BULK in"
"3789","42.018240","1.6.3","host","USBCOM","44","URB_BULK in"
"3793","42.210361","host","1.6.4","USBCOM","28","URB_BULK out"
"3795","42.215106","1.6.3","host","USBCOM","72","URB_BULK in"
"3799","42.218957","1.6.3","host","USBCOM","39","URB_BULK in"
"3803","42.411274","host","1.6.4","USBCOM","28","URB_BULK out"
"3805","42.415723","1.6.3","host","USBCOM","72","URB_BULK in"
"3809","42.419566","1.6.3","host","USBCOM","39","URB_BULK in"
"3813","42.611383","host","1.6.4","USBCOM","28","URB_BULK out"
"3815","42.612042","1.6.3","host","USBCOM","31","URB_BULK in"
"3819","42.616412","1.6.3","host","USBCOM","75","URB_BULK in"
"3823","42.620246","1.6.3","host","USBCOM","32","URB_BULK in"
"3827","42.812441","host","1.6.4","USBCOM","28","URB_BULK out"
"3829","42.817178","1.6.3","host","USBCOM","74","URB_BULK in"
"3833","42.820951","1.6.3","host","USBCOM","37","URB_BULK in"
"3837","43.012739","host","1.6.4","USBCOM","28","URB_BULK out"
"3839","43.013435","1.6.3","host","USBCOM","31","URB_BULK in"
"3843","43.017816","1.6.3","host","USBCOM","75","URB_BULK in"
"3847","43.021617","1.6.3","host","USBCOM","32","URB_BULK in"
"3851","43.214320","host","1.6.4","USBCOM","28","URB_BULK out"
"3853","43.218474","1.6.3","host","USBCOM","69","URB_BULK in"
"3857","43.222338","1.6.3","host","USBCOM","42","URB_BULK in"
"3861","43.416601","host","1.6.4","USBCOM","28","URB_BULK out"
"3863","43.419019","1.6.3","host","USBCOM","50","URB_BULK in"
"3867","43.423201","1.6.3","host","USBCOM","61","URB_BULK in"
"3871","43.617315","host","1.6.4","USBCOM","28","URB_BULK out"
"3873","43.619803","1.6.3","host","USBCOM","50","URB_BULK in"
"3877","43.623988","1.6.3","host","USBCOM","61","URB_BULK in"
"3881","43.819271","host","1.6.4","USBCOM","28","URB_BULK out"
"3883","43.820312","1.6.3","host","USBCOM","35","URB_BULK in"
"3887","43.824652","1.6.3","host","USBCOM","75","URB_BULK in"
"3891","43.828454","1.6.3","host","USBCOM","28","URB_BULK in"
"3893","44.021180","host","1.6.4","USBCOM","28","URB_BULK out"
"3895","44.025335","1.6.3","host","USBCOM","69","URB_BULK in"
"3899","44.029474","1.6.3","host","USBCOM","42","URB_BULK in"
"3903","44.222342","host","1.6.4","USBCOM","28","URB_BULK out"
"3905","44.226003","1.6.3","host","USBCOM","63","URB_BULK in"
"3909","44.230061","1.6.3","host","USBCOM","48","URB_BULK in"
"3913","44.422477","host","1.6.4","USBCOM","28","URB_BULK out"
"3915","44.426734","1.6.3","host","USBCOM","70","URB_BULK in"
"3919","44.430623","1.6.3","host","USBCOM","41","URB_BULK in"
"3923","44.623819","host","1.6.4","USBCOM","28","URB_BULK out"
"3925","44.627348","1.6.3","host","USBCOM","62","URB_BULK in"
"3929","44.631380","1.6.3","host","USBCOM","49","URB_BULK in"
"3933","44.825417","host","1.6.4","USBCOM","28","URB_BULK out"
"3935","44.827999","1.6.3","host","USBCOM","51","URB_BULK in"
"3939","44.832165","1.6.3","host","USBCOM","60","URB_BULK in"
"3943","45.027048","host","1.6.4","USBCOM","28","URB_BULK out"
"3945","45.028647","1.6.3","host","USBCOM","40","URB_BULK in"
"3949","45.032994","1.6.3","host","USBCOM","71","URB_BULK in"
"3953","45.227811","host","1.6.4","USBCOM","28","URB_BULK out"
"3955","45.229277","1.6.3","host","USBCOM","39","URB_BULK in"
"3959","45.233581","1.6.3","host","USBCOM","72","URB_BULK in"
"3963","45.428696","host","1.6.4","USBCOM","28","URB_BULK out"
"3965","45.429963","1.6.3","host","USBCOM","37","URB_BULK in"
"3969","45.434315","1.6.3","host","USBCOM","74","URB_BULK in"
"3973","45.628781","host","1.6.4","USBCOM","28","URB_BULK out"
"3975","45.630685","1.6.3","host","USBCOM","45","URB_BULK in"
"3979","45.634948","1.6.3","host","USBCOM","66","URB_BULK in"
"3983","45.829742","host","1.6.4","USBCOM","28","URB_BULK out"
"3985","45.831342","1.6.3","host","USBCOM","41","URB_BULK in"
"3989","45.835629","1.6.3","host","USBCOM","70","URB_BULK in"
"3993","46.031791","host","1.6.4","USBCOM","28","URB_BULK out"
"3995","46.036395","1.6.3","host","USBCOM","73","URB_BULK in"
"3999","46.040221","1.6.3","host","USBCOM","38","URB_BULK in"
"4003","46.233048","host","1.6.4","USBCOM","28","URB_BULK out"
"4005","46.237126","1.6.3","host","USBCOM","67","URB_BULK in"
"4009","46.240952","1.6.3","host","USBCOM","44","URB_BULK in"
"4013","46.434194","host","1.6.4","USBCOM","28","URB_BULK out"
"4015","46.437673","1.6.3","host","USBCOM","61","URB_BULK in"
"4019","46.441676","1.6.3","host","USBCOM","50","URB_BULK in"
"4023","46.634422","host","1.6.4","USBCOM","28","URB_BULK out"
"4025","46.638528","1.6.3","host","USBCOM","66","URB_BULK in"
"4029","46.642416","1.6.3","host","USBCOM","45","URB_BULK in"
"4033","46.834527","host","1.6.4","USBCOM","28","URB_BULK out"
"4035","46.839184","1.6.3","host","USBCOM","73","URB_BULK in"
"4039","46.842984","1.6.3","host","USBCOM","38","URB_BULK in"
"4043","47.035476","host","1.6.4","USBCOM","28","URB_BULK out"
"4045","47.039819","1.6.3","host","USBCOM","71","URB_BULK in"
"4049","47.043680","1.6.3","host","USBCOM","40","URB_BULK in"
"4053","47.236512","host","1.6.4","USBCOM","28","URB_BULK out"
"4055","47.240477","1.6.3","host","USBCOM","66","URB_BULK in"
"4059","47.244381","1.6.3","host","USBCOM","45","URB_BULK in"
"4063","47.437908","host","1.6.4","USBCOM","28","URB_BULK out"
"4065","47.441179","1.6.3","host","USBCOM","58","URB_BULK in"
"4069","47.445161","1.6.3","host","USBCOM","53","URB_BULK in"
"4073","47.638407","host","1.6.4","USBCOM","28","URB_BULK out"
"4075","47.641825","1.6.3","host","USBCOM","60","URB_BULK in"
"4079","47.645846","1.6.3","host","USBCOM","51","URB_BULK in"
"4083","47.838640","host","1.6.4","USBCOM","28","URB_BULK out"
"4085","47.842720","1.6.3","host","USBCOM","66","URB_BULK in"
"4089","47.846654","1.6.3","host","USBCOM","45","URB_BULK in"
"4093","48.040252","host","1.6.4","USBCOM","28","URB_BULK out"
"4095","48.043317","1.6.3","host","USBCOM","52","URB_BULK in"
"4099","48.047259","1.6.3","host","USBCOM","59","URB_BULK in"
"4103","48.241679","host","1.6.4","USBCOM","28","URB_BULK out"
"4105","48.243784","1.6.3","host","USBCOM","46","URB_BULK in"
"4109","48.247997","1.6.3","host","USBCOM","65","URB_BULK in"
"4113","48.443098","host","1.6.4","USBCOM","28","URB_BULK out"
"4115","48.444395","1.6.3","host","USBCOM","38","URB_BULK in"
"4119","48.448729","1.6.3","host","USBCOM","73","URB_BULK in"
"4123","48.643935","host","1.6.4","USBCOM","28","URB_BULK out"
"4125","48.645154","1.6.3","host","USBCOM","36","URB_BULK in"
"4129","48.649426","1.6.3","host","USBCOM","75","URB_BULK in"
"4133","48.846102","host","1.6.4","USBCOM","28","URB_BULK out"
"4135","48.850227","1.6.3","host","USBCOM","67","URB_BULK in"
"4139","48.854017","1.6.3","host","USBCOM","44","URB_BULK in"
"4143","49.046867","host","1.6.4","USBCOM","28","URB_BULK out"
"4145","49.050789","1.6.3","host","USBCOM","66","URB_BULK in"
"4149","49.054742","1.6.3","host","USBCOM","45","URB_BULK in"
"4153","49.248840","host","1.6.4","USBCOM","28","URB_BULK out"
"4155","49.251391","1.6.3","host","USBCOM","51","URB_BULK in"
"4159","49.255534","1.6.3","host","USBCOM","60","URB_BULK in"
"4163","49.449948","host","1.6.4","USBCOM","28","URB_BULK out"
"4165","49.452139","1.6.3","host","USBCOM","46","URB_BULK in"
"4169","49.456320","1.6.3","host","USBCOM","65","URB_BULK in"
"4173","49.650911","host","1.6.4","USBCOM","28","URB_BULK out"
"4175","49.652709","1.6.3","host","USBCOM","43","URB_BULK in"
"4179","49.656955","1.6.3","host","USBCOM","68","URB_BULK in"
"4183","49.852271","host","1.6.4","USBCOM","28","URB_BULK out"
"4185","49.853341","1.6.3","host","USBCOM","35","URB_BULK in"
"4189","49.857697","1.6.3","host","USBCOM","75","URB_BULK in"
"4193","49.861475","1.6.3","host","USBCOM","28","URB_BULK in"
"4197","50.053953","host","1.6.4","USBCOM","28","URB_BULK out"
"4199","50.058396","1.6.3","host","USBCOM","70","URB_BULK in"
"4203","50.062227","1.6.3","host","USBCOM","41","URB_BULK in"
"4207","50.254978","host","1.6.4","USBCOM","28","URB_BULK out"
"4209","50.259186","1.6.3","host","USBCOM","67","URB_BULK in"
"4213","50.262972","1.6.3","host","USBCOM","44","URB_BULK in"
"4217","50.456078","host","1.6.4","USBCOM","28","URB_BULK out"
"4219","50.459701","1.6.3","host","USBCOM","63","URB_BULK in"
"4223","50.463689","1.6.3","host","USBCOM","48","URB_BULK in"
"4227","50.656849","host","1.6.4","USBCOM","28","URB_BULK out"
"4229","50.660467","1.6.3","host","USBCOM","62","URB_BULK in"
"4233","50.664388","1.6.3","host","USBCOM","49","URB_BULK in"
"4237","50.857218","host","1.6.4","USBCOM","28","URB_BULK out"
"4239","50.861183","1.6.3","host","USBCOM","66","URB_BULK in"
"4243","50.865024","1.6.3","host","USBCOM","45","URB_BULK in"
"4247","51.058064","host","1.6.4","USBCOM","28","URB_BULK out"
"4249","51.061835","1.6.3","host","USBCOM","64","URB_BULK in"
"4253","51.065764","1.6.3","host","USBCOM","47","URB_BULK in"
"4257","51.259340","host","1.6.4","USBCOM","28","URB_BULK out"
"4259","51.262434","1.6.3","host","USBCOM","57","URB_BULK in"
"4263","51.266514","1.6.3","host","USBCOM","54","URB_BULK in"
"4267","51.461215","host","1.6.4","USBCOM","28","URB_BULK out"
"4269","51.463106","1.6.3","host","USBCOM","43","URB_BULK in"
"4273","51.467398","1.6.3","host","USBCOM","68","URB_BULK in"
"4277","51.662837","host","1.6.4","USBCOM","28","URB_BULK out"
"4279","51.663713","1.6.3","host","USBCOM","32","URB_BULK in"
"4283","51.668150","1.6.3","host","USBCOM","75","URB_BULK in"
"4287","51.671924","1.6.3","host","USBCOM","31","URB_BULK in"
"4291","51.863991","host","1.6.4","USBCOM","28","URB_BULK out"
"4293","51.868830","1.6.3","host","USBCOM","75","URB_BULK in"
"4297","51.872633","1.6.3","host","USBCOM","36","URB_BULK in"
"4301","52.064161","host","1.6.4","USBCOM","28","URB_BULK out"
"4303","52.065124","1.6.3","host","USBCOM","33","URB_BULK in"
"4307","52.069500","1.6.3","host","USBCOM","75","URB_BULK in"
"4311","52.073292","1.6.3","host","USBCOM","30","URB_BULK in"
"4315","52.264410","host","1.6.4","USBCOM","28","URB_BULK out"
"4317","52.265998","1.6.3","host","USBCOM","38","URB_BULK in"
"4321","52.270196","1.6.3","host","USBCOM","73","URB_BULK in"
"4325","52.464749","host","1.6.4","USBCOM","28","URB_BULK out"
"4327","52.466650","1.6.3","host","USBCOM","42","URB_BULK in"
"4331","52.470883","1.6.3","host","USBCOM","69","URB_BULK in"
"4335","52.666371","host","1.6.4","USBCOM","28","URB_BULK out"
"4337","52.667228","1.6.3","host","USBCOM","31","URB_BULK in"
"4341","52.671578","1.6.3","host","USBCOM","76","URB_BULK in"
"4345","52.675366","1.6.3","host","USBCOM","31","URB_BULK in"
"4349","52.867357","host","1.6.4","USBCOM","28","URB_BULK out"
"4351","52.867840","1.6.3","host","USBCOM","28","URB_BULK in"
"4355","52.872261","1.6.3","host","USBCOM","75","URB_BULK in"
"4359","52.876073","1.6.3","host","USBCOM","35","URB_BULK in"
"4363","53.067700","host","1.6.4","USBCOM","28","URB_BULK out"
"4365","53.068591","1.6.3","host","USBCOM","31","URB_BULK in"
"4369","53.072985","1.6.3","host","USBCOM","76","URB_BULK in"
"4373","53.076757","1.6.3","host","USBCOM","31","URB_BULK in"
"4377","53.268705","host","1.6.4","USBCOM","28","URB_BULK out"
"4379","53.269242","1.6.3","host","USBCOM","28","URB_BULK in"
"4383","53.273656","1.6.3","host","USBCOM","75","URB_BULK in"
"4387","53.277460","1.6.3","host","USBCOM","35","URB_BULK in"
"4391","53.470451","host","1.6.4","USBCOM","28","URB_BULK out"
"4393","53.474269","1.6.3","host","USBCOM","64","URB_BULK in"
"4397","53.478254","1.6.3","host","USBCOM","47","URB_BULK in"
"4401","53.672316","host","1.6.4","USBCOM","28","URB_BULK out"
"4403","53.674874","1.6.3","host","USBCOM","50","URB_BULK in"
"4407","53.679022","1.6.3","host","USBCOM","61","URB_BULK in"
"4411","53.880946","host","1.6.4","USBCOM","28","URB_BULK out"
"4413","53.883756","1.6.3","host","USBCOM","53","URB_BULK in"
"4417","53.887892","1.6.3","host","USBCOM","58","URB_BULK in"
"4421","54.077050","host","1.6.4","USBCOM","28","URB_BULK out"
"4423","54.080394","1.6.3","host","USBCOM","59","URB_BULK in"
"4427","54.084473","1.6.3","host","USBCOM","52","URB_BULK in"
"4431","54.278739","host","1.6.4","USBCOM","28","URB_BULK out"
"4433","54.281032","1.6.3","host","USBCOM","47","URB_BULK in"
"4437","54.285263","1.6.3","host","USBCOM","64","URB_BULK in"
"4441","54.479964","host","1.6.4","USBCOM","28","URB_BULK out"
"4443","54.481647","1.6.3","host","USBCOM","40","URB_BULK in"
"4447","54.485959","1.6.3","host","USBCOM","71","URB_BULK in"
"4451","54.682216","host","1.6.4","USBCOM","28","URB_BULK out"
"4453","54.686655","1.6.3","host","USBCOM","70","URB_BULK in"
"4457","54.690531","1.6.3","host","USBCOM","41","URB_BULK in"
